constituency,ac_number,candidate,party,votes,turnout,reserved,region
Mailam,71,SEKAR NAYAKKAR I M,IND,137,79.5,GEN,Central
Mailam,71,KANNAN G,IND,109,79.5,GEN,Central
Tindivanam,72,ARJUNAN P,AIADMK,87152,78.43,SC,Central
Tindivanam,72,SEETHAPATHY P,DMK,77399,78.43,SC,Central
Tindivanam,72,PACHIMUTHU P,NTK,9203,78.43,SC,Central
Tindivanam,72,CHANDRALEKHA K,DMDK,2701,78.43,SC,Central
Tindivanam,72,POYATHU @ ANBIN POYYAMOZHI S,MNM,2079,78.43,SC,Central
Tindivanam,72,None Of The Above,NOTA,1523,78.43,SC,Central
Tindivanam,72,GOVINDASAMY A,BSP,603,78.43,SC,Central
Tindivanam,72,ILAVARASAN K,Anna Dravidar Kazhagam,424,78.43,SC,Central
Tindivanam,72,THAMBIRAJ A,IND,379,78.43,SC,Central
Tindivanam,72,SETTU M,Desiya Sirupanmayinar Makkal Iyakkam,247,78.43,SC,Central
Tindivanam,72,VETRIVENDHAN S,IND,195,78.43,SC,Central
Tindivanam,72,VISWANATHAN S A,All  India  Pattali  Munnetra Katchi,148,78.43,SC,Central
Tindivanam,72,GOKULAKRISHNAN M,IND,141,78.43,SC,Central
Tindivanam,72,ARULMARAN J,IND,122,78.43,SC,Central
Tindivanam,72,MOHAN A,MAKKAL SAKTHI KATCHI,112,78.43,SC,Central
Tindivanam,72,VINOTH S,IND,110,78.43,SC,Central
Vanur,73,CHAKRAPANI M,AIADMK,92219,79.79,SC,Central
Vanur,73,VANNI ARASU,VCK,70492,79.79,SC,Central
Vanur,73,LATCHOUMY M,NTK,8587,79.79,SC,Central
Vanur,73,GANAPATHI P M,DMDK,5460,79.79,SC,Central
Vanur,73,SANDOSHKUMAR M,MNM,2500,79.79,SC,Central
Vanur,73,None Of The Above,NOTA,1363,79.79,SC,Central
Vanur,73,SAKTHIVEL S,IND,813,79.79,SC,Central
Vanur,73,VINAYAGAMURTHY M,BSP,774,79.79,SC,Central
Villupuram,74,LAKSHMANAN R,DMK,102271,76.97,GEN,Central
Villupuram,74,SHANMUGAM C Ve,AIADMK,87403,76.97,GEN,Central
Villupuram,74,SELVAM J,NTK,6375,76.97,GEN,Central
Villupuram,74,DASS K,MNM,3242,76.97,GEN,Central
Villupuram,74,BALASUNDARAM R,AMMK,1695,76.97,GEN,Central
Villupuram,74,None Of The Above,NOTA,970,76.97,GEN,Central
Villupuram,74,SHANMUGAM A,IND,491,76.97,GEN,Central
Villupuram,74,SIVABALAN N,BSP,415,76.97,GEN,Central
Villupuram,74,SHANMUGAM G,IND,371,76.97,GEN,Central
Villupuram,74,DURAISAMY D,Makkal Munnetra Peravai,322,76.97,GEN,Central
Villupuram,74,KESAVAN P,IND,321,76.97,GEN,Central
Villupuram,74,SHANMUGAM V,IND,233,76.97,GEN,Central
Villupuram,74,DEVANATHAN N,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,118,76.97,GEN,Central
Villupuram,74,JAIAADHE R,IND,84,76.97,GEN,Central
Villupuram,74,VICTOR A S,Desiya Sirupanmayinar Makkal Iyakkam,78,76.97,GEN,Central
Villupuram,74,RAMAN K,IND,78,76.97,GEN,Central
Villupuram,74,KUPPAN V,IND,67,76.97,GEN,Central
Villupuram,74,KUMAR R,IND,66,76.97,GEN,Central
Villupuram,74,DAKSHINAMOORTHY SU VA,IND,48,76.97,GEN,Central
Villupuram,74,BALU K,IND,42,76.97,GEN,Central
Villupuram,74,PRABAKARAN M,IND,35,76.97,GEN,Central
Villupuram,74,IYYANAR G,IND,34,76.97,GEN,Central
Villupuram,74,MOHAMED IBRAIM A,Anna Dravidar Kazhagam,32,76.97,GEN,Central
Villupuram,74,SUBRAMANIAN R,IND,27,76.97,GEN,Central
Villupuram,74,NARENDIRAN D,IND,23,76.97,GEN,Central
Villupuram,74,INIYADAYALAN G,IND,19,76.97,GEN,Central
Vikravandi,75,PUGAZHENTHI N,DMK,93730,81.39,GEN,Central
Vikravandi,75,MUTHAMILSELVAN R,AIADMK,84157,81.39,GEN,Central
Vikravandi,75,SHEEBA ASHMI R,NTK,8216,81.39,GEN,Central
Vikravandi,75,IYYANAR R,AMMK,3053,81.39,GEN,Central
Vikravandi,75,None Of The Above,NOTA,1122,81.39,GEN,Central
Vikravandi,75,RAGHUPATHY P,IND,907,81.39,GEN,Central
Vikravandi,75,ELANGOVAN S,Akhil Bharat Hindu Mahasabha,655,81.39,GEN,Central
Vikravandi,75,ARUMUGAM C,BSP,520,81.39,GEN,Central
Vikravandi,75,SATHISH R,IND,436,81.39,GEN,Central
Vikravandi,75,GAYATHRI J,IND,305,81.39,GEN,Central
Vikravandi,75,SENTHIL R,IJK,207,81.39,GEN,Central
Vikravandi,75,RAJIVGANDHI P,Naadaalum Makkal Katchi,96,81.39,GEN,Central
Vikravandi,75,KANNADHASAN A,IND,81,81.39,GEN,Central
Vikravandi,75,AYYANAR A,IND,78,81.39,GEN,Central
Vikravandi,75,IYYAPPAN K,IND,54,81.39,GEN,Central
Tirukkoyilur,76,K.PONMUDY,DMK,110980,76.27,GEN,Central
Tirukkoyilur,76,VAT.KALIVARADHAN,BJP,51300,76.27,GEN,Central
Tirukkoyilur,76,L.VENKATESAN,DMDK,13997,76.27,GEN,Central
Tirukkoyilur,76,MURUGAN S,NTK,11620,76.27,GEN,Central
Tirukkoyilur,76,None Of The Above,NOTA,2039,76.27,GEN,Central
Tirukkoyilur,76,VIGNESH M,IND,1482,76.27,GEN,Central
Tirukkoyilur,76,SENTHILKUMAR M,IJK,1066,76.27,GEN,Central
Tirukkoyilur,76,PRAKASH A,IND,883,76.27,GEN,Central
Tirukkoyilur,76,SIVA.PANJAVARNAM,BSP,696,76.27,GEN,Central
Tirukkoyilur,76,SANKAR S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,566,76.27,GEN,Central
Tirukkoyilur,76,JAYAVINDAN G,IND,480,76.27,GEN,Central
Tirukkoyilur,76,MATHIVANAN S,IND,412,76.27,GEN,Central
Tirukkoyilur,76,MAGESH M,IND,276,76.27,GEN,Central
Tirukkoyilur,76,RAJINI VR,Naadaalum Makkal Katchi,231,76.27,GEN,Central
Tirukkoyilur,76,KATHIRAVAN K,IND,189,76.27,GEN,Central
Ulundurpet,77,MANIKANNAN A J,DMK,115451,82.62,GEN,Central
Ulundurpet,77,KUMARAGURU R,AIADMK,110195,82.62,GEN,Central
Ulundurpet,77,Pushbamary L,NTK,9000,82.62,GEN,Central
Ulundurpet,77,K.G.P.Rajamani,AMMK,2848,82.62,GEN,Central
Ulundurpet,77,None Of The Above,NOTA,2280,82.62,GEN,Central
Ulundurpet,77,MANIKANNAN M,IND,2107,82.62,GEN,Central
Ulundurpet,77,SATHIYAMOORTHY,BSP,825,82.62,GEN,Central
Ulundurpet,77,CHINNAIYAN S,MNM,677,82.62,GEN,Central
Ulundurpet,77,RAJASTALIN K,IND,352,82.62,GEN,Central
Ulundurpet,77,MANI R,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,299,82.62,GEN,Central
Ulundurpet,77,DEEPA,My India Party,263,82.62,GEN,Central
Ulundurpet,77,VENkATESAN M,CPI(ML)(L),143,82.62,GEN,Central
Ulundurpet,77,RAJAMANI  K,IND,117,82.62,GEN,Central
Ulundurpet,77,KUMAR A,Indhia Kudiarasu Katchi,110,82.62,GEN,Central
Ulundurpet,77,KATHIRVEL M,IND,105,82.62,GEN,Central
Ulundurpet,77,DHANAPAL P,LJP,81,82.62,GEN,Central
Rishivandiam,78,KARTHIKEYAN K,DMK,113912,80.18,GEN,Central
Rishivandiam,78,SANTHOSH S A,AIADMK,72184,80.18,GEN,Central
Rishivandiam,78,SURESH MANIVANNAN R,NTK,12066,80.18,GEN,Central
Rishivandiam,78,PRABHU S,AMMK,10387,80.18,GEN,Central
Rishivandiam,78,None Of The Above,NOTA,2420,80.18,GEN,Central
Rishivandiam,78,MURUGAN K,IND,1508,80.18,GEN,Central
Rishivandiam,78,SHANMUGASUNDARAM K,MNM,640,80.18,GEN,Central
Rishivandiam,78,VEERAN S,BSP,426,80.18,GEN,Central
Rishivandiam,78,SANTHOSH M,IND,308,80.18,GEN,Central
Rishivandiam,78,CHANDRASEKARAN V,IND,287,80.18,GEN,Central
Rishivandiam,78,GURU K,IND,268,80.18,GEN,Central
Rishivandiam,78,TAMILVANAN M,My India Party,151,80.18,GEN,Central
Rishivandiam,78,VENKATRAMAN J,Naadaalum Makkal Katchi,149,80.18,GEN,Central
Rishivandiam,78,NARAYANAN A,Anna MGR Dravida Makkal Kalgam,142,80.18,GEN,Central
Rishivandiam,78,RADHAKRISHNAN K,Makkal Munnetra Peravai,129,80.18,GEN,Central
Rishivandiam,78,KARTHIK G,IND,129,80.18,GEN,Central
Sankarapuram,79,UDHAYASURIYAN T,DMK,121186,79.58,GEN,Central
Sankarapuram,79,Dr.RAJA G,PMK,75223,79.58,GEN,Central
Sankarapuram,79,RAJIYAMA B,NTK,9873,79.58,GEN,Central
Sankarapuram,79,ARUL P,IND,2120,79.58,GEN,Central
Sankarapuram,79,MANNAN M P,IND,1156,79.58,GEN,Central
Sankarapuram,79,None Of The Above,NOTA,953,79.58,GEN,Central
Sankarapuram,79,MAYILAMPARAI MARI A,IND,844,79.58,GEN,Central
Sankarapuram,79,Sakthivel S,BSP,810,79.58,GEN,Central
Sankarapuram,79,VIMALAMARY S,Anna MGR Dravida Makkal Kalgam,609,79.58,GEN,Central
Sankarapuram,79,RAMESH G,IJK,460,79.58,GEN,Central
Sankarapuram,79,KUBENDIRAN A,IND,428,79.58,GEN,Central
Sankarapuram,79,MUJIBUR RAGIMAN M,AIMIM,379,79.58,GEN,Central
Sankarapuram,79,DHANAM K,IND,348,79.58,GEN,Central
Sankarapuram,79,BABUGANESH S,IND,293,79.58,GEN,Central
Sankarapuram,79,GOPINATH E,IND,272,79.58,GEN,Central
Sankarapuram,79,OVIYAR ANANDH C,LJP,257,79.58,GEN,Central
Sankarapuram,79,ARUNKENNADI A P,All  India  Pattali  Munnetra Katchi,203,79.58,GEN,Central
Sankarapuram,79,UTHAYAKUMAR A,IND,166,79.58,GEN,Central
Sankarapuram,79,JAYAPRAKASH K,IND,134,79.58,GEN,Central
Sankarapuram,79,RAJKUMAR  E,IND,88,79.58,GEN,Central
Kallakurichi,80,Senthilkumar.M,AIADMK,110643,78.16,SC,Central
Kallakurichi,80,Manirathinem.K.I,INC,84752,78.16,SC,Central
Kallakurichi,80,Dravidamuthamilselvi.D,NTK,16474,78.16,SC,Central
Kallakurichi,80,Vijayakumar.N,DMDK,6571,78.16,SC,Central
Kallakurichi,80,None Of The Above,NOTA,1257,78.16,SC,Central
Kallakurichi,80,Devimangayarkarasi.K,IND,1197,78.16,SC,Central
Kallakurichi,80,Palanisamy.A,BSP,1097,78.16,SC,Central
Kallakurichi,80,Prabu.C,IND,937,78.16,SC,Central
Kallakurichi,80,Ayyasamy.M,IJK,871,78.16,SC,Central
Kallakurichi,80,Suriyaprakash.M,IND,659,78.16,SC,Central
Kallakurichi,80,Selvaraj.M,IND,266,78.16,SC,Central
Kallakurichi,80,Subramaniyan.P,IND,250,78.16,SC,Central
Kallakurichi,80,Dinesh.M,My India Party,198,78.16,SC,Central
Kallakurichi,80,Elaiyaperumal.K,IND,185,78.16,SC,Central
Kallakurichi,80,Kuppusamy.K,Anna MGR Dravida Makkal Kalgam,171,78.16,SC,Central
Kallakurichi,80,Sivakumar.S,IND,125,78.16,SC,Central
Kallakurichi,80,Gurusamy.M,IND,103,78.16,SC,Central
Kallakurichi,80,Oviyar Ananth,LJP,102,78.16,SC,Central
Gangavalli,81,"NALLATHAMBI,A.",AIADMK,89568,77.11,SC,Central
Gangavalli,81,"REKHA PRIYADHARSHINI,J.",DMK,82207,77.11,SC,Central
Gangavalli,81,"VINOTHINI,R.",NTK,9323,77.11,SC,Central
Gangavalli,81,"PANDIAN,A.",AMMK,1519,77.11,SC,Central
Gangavalli,81,None Of The Above,NOTA,1251,77.11,SC,Central
Gangavalli,81,"NAVAN,P.",Puthiya Tamilagam,609,77.11,SC,Central
Gangavalli,81,"PERIYASAMY,K.",IJK,493,77.11,SC,Central
Gangavalli,81,"SELLAMMAL,V.M.",BSP,485,77.11,SC,Central
Gangavalli,81,"SARAVANAN,R.",IND,396,77.11,SC,Central
Gangavalli,81,"SENTHILKUMAR,K.",IND,392,77.11,SC,Central
Gangavalli,81,"CHANDRASEKARAN,K.",IND,155,77.11,SC,Central
Gangavalli,81,"AYYADURAI,J.",IND,105,77.11,SC,Central
Attur,82,"JAYASANKARAN, A.P.",AIADMK,95308,77.26,SC,Central
Attur,82,"CHINNADURAI, K.",DMK,87051,77.26,SC,Central
Attur,82,"KRISHNAVENI, S.",NTK,10233,77.26,SC,Central
Attur,82,"SIVAKUMAR, P.",MNM,1959,77.26,SC,Central
Attur,82,None Of The Above,NOTA,1834,77.26,SC,Central
Attur,82,"MADHESWARAN, S.",AMMK,1699,77.26,SC,Central
Attur,82,"PERIYANNAN, M.",BSP,494,77.26,SC,Central
Attur,82,"ARUMUGAM, D.",IND,367,77.26,SC,Central
Attur,82,"SADHA SIVAM, R.",Ambedkarite Party of India,241,77.26,SC,Central
Attur,82,"SILAMBARASAN, J.",IND,222,77.26,SC,Central
Attur,82,"JANARTHANAM, A.",Dhesiya Makkal Kazhagam,215,77.26,SC,Central
Attur,82,"MATHESWARI, K.K.",Anna Dravidar Kazhagam,120,77.26,SC,Central
Yercaud,83,G. Chitra,AIADMK,121561,83.09,ST,Central
Yercaud,83,C. TAMILSELVAN,DMK,95606,83.09,ST,Central
Yercaud,83,Jothi,NTK,13308,83.09,ST,Central
Yercaud,83,C. KUMAR,DMDK,2986,83.09,ST,Central
Yercaud,83,None Of The Above,NOTA,1979,83.09,ST,Central
Yercaud,83,T. Duraisamy,IJK,876,83.09,ST,Central
Yercaud,83,D. MADESH,IND,660,83.09,ST,Central
Yercaud,83,P. Ramasamy,BSP,579,83.09,ST,Central
Yercaud,83,K. Manikandan,IND,490,83.09,ST,Central
Yercaud,83,T. Priya,IND,289,83.09,ST,Central
Yercaud,83,Santhosam,IND,167,83.09,ST,Central
Yercaud,83,S.T. Rajendhiran,IND,165,83.09,ST,Central
Yercaud,83,P. SATHISHKUMAR,IND,148,83.09,ST,Central
Yercaud,83,K. UNNAMALAI,IND,110,83.09,ST,Central
Omalur,84,R.MANI,AIADMK,142488,83.28,GEN,Central
Omalur,84,RANGARAJAN MOHAN KUMARAMANGALAM,INC,87194,83.28,GEN,Central
Omalur,84,A.RAJA,NTK,9416,83.28,GEN,Central
Omalur,84,V.SRINIVASAN,MNM,2930,83.28,GEN,Central
Omalur,84,None Of The Above,NOTA,1600,83.28,GEN,Central
Omalur,84,M.KARUNAKARAN,Tamil Nadu Ilangyar Katchi,1228,83.28,GEN,Central
Omalur,84,K.K.MADHESWARAN,AMMK,1202,83.28,GEN,Central
Omalur,84,N.V.THOMAS,BSP,812,83.28,GEN,Central
Omalur,84,R.MURUGAN,IND,676,83.28,GEN,Central
Omalur,84,P.RAJA,IND,434,83.28,GEN,Central
Omalur,84,R.MANI,IND,284,83.28,GEN,Central
Omalur,84,S.DHIVYA,Dhesiya Makkal Kazhagam,281,83.28,GEN,Central
Omalur,84,S.MANI,IND,149,83.28,GEN,Central
Omalur,84,K.GOVINDARAJU,IND,118,83.28,GEN,Central
Omalur,84,E.MANI,IND,111,83.28,GEN,Central
Omalur,84,T.SURESH,IND,104,83.28,GEN,Central
Mettur,85,SADHASIVAM.S,PMK,97055,75.01,GEN,Central
Mettur,85,SRINIVASAPERUMAL.S,DMK,96399,75.01,GEN,Central
Mettur,85,MANIKANDAN.C,NTK,9109,75.01,GEN,Central
Mettur,85,ANUSUYA.P,MNM,4605,75.01,GEN,Central
Mettur,85,SELVAN,IND,2823,75.01,GEN,Central
Mettur,85,None Of The Above,NOTA,2247,75.01,GEN,Central
Mettur,85,RAMESH ARAVIND.M,DMDK,1874,75.01,GEN,Central
Mettur,85,THANGAVEL. K,Dhesiya Makkal Kazhagam,1783,75.01,GEN,Central
Mettur,85,AMBIKA.A,IND,738,75.01,GEN,Central
Mettur,85,BANUPRIYA.P,Ganasangam Party of India,435,75.01,GEN,Central
Mettur,85,SADHASIVAM.P,IND,386,75.01,GEN,Central
Mettur,85,Dr.PADMARAJAN.K,IND,325,75.01,GEN,Central
Mettur,85,SEKAR.P,IND,269,75.01,GEN,Central
Mettur,85,RASAPPAN.K,My India Party,226,75.01,GEN,Central
Mettur,85,ARIVAZHAGAN.P,IND,168,75.01,GEN,Central
Edapadi,86,EDAPPADI PALANISWAMI. K,AIADMK,163154,85.64,GEN,Central
Edapadi,86,SAMBATHKUMAR. T,DMK,69352,85.64,GEN,Central
Edapadi,86,SHRI RATHNA,NTK,6626,85.64,GEN,Central
Edapadi,86,THASAPPARAJ. D,MNM,1547,85.64,GEN,Central
Edapadi,86,None Of The Above,NOTA,1109,85.64,GEN,Central
Edapadi,86,JAMUNA. A,BSP,815,85.64,GEN,Central
Edapadi,86,POOKADAI SEKAR. N,AMMK,774,85.64,GEN,Central
Edapadi,86,KATHIRAVAN. V,IND,555,85.64,GEN,Central
Edapadi,86,IYYAPPAN. P,IND,483,85.64,GEN,Central
Edapadi,86,GUHESHKUMAR. M,IND,474,85.64,GEN,Central
Edapadi,86,KATHIRESAN. L,IND,407,85.64,GEN,Central
Edapadi,86,AGNI SRI RAMACHANDRAN. N,IND,261,85.64,GEN,Central
Edapadi,86,LOGANATHAN. S,IND,208,85.64,GEN,Central
Edapadi,86,STALIN. A,IND,202,85.64,GEN,Central
Edapadi,86,LAKSHMI. G,IND,199,85.64,GEN,Central
Edapadi,86,ESWARAMOORTHY P,IND,166,85.64,GEN,Central
Edapadi,86,MANIKANDAN. R,Tamil Nadu Ilangyar Katchi,153,85.64,GEN,Central
Edapadi,86,SOCIAL WORKER ESWARI. P,Ambedkarite Party of India,135,85.64,GEN,Central
Edapadi,86,GUNASEKARAN. K.N,My India Party,118,85.64,GEN,Central
Edapadi,86,MURUGAN. M,IND,91,85.64,GEN,Central
Edapadi,86,ESWARAMURTHY. N,IND,89,85.64,GEN,Central
Edapadi,86,SHANMUGAM. G,IND,66,85.64,GEN,Central
Edapadi,86,SURIYAMOORTHY. S,MGR Makkal Katchi,64,85.64,GEN,Central
Edapadi,86,BALASUBRAMANIAM. J,IND,61,85.64,GEN,Central
Edapadi,86,MANI. C,Dhesiya Makkal Kazhagam,47,85.64,GEN,Central
Edapadi,86,SOWNTHARARAJAN. G,IND,44,85.64,GEN,Central
Edapadi,86,BALAMURUGAN. M,IND,39,85.64,GEN,Central
Edapadi,86,DR. PADMARAJAN. K,IND,36,85.64,GEN,Central
Edapadi,86,PALANISAMY. A,IND,26,85.64,GEN,Central
Sankari,87,"SUNDARARAJAN, S.",AIADMK,115472,83.71,GEN,Central
Sankari,87,"RAJESH, K.M.",DMK,95427,83.71,GEN,Central
Sankari,87,"SHOBANA, S.",NTK,10862,83.71,GEN,Central
Sankari,87,"SENGODAN, K.",MNM,3175,83.71,GEN,Central
Sankari,87,"CHELLAMUTHU, A.",AMMK,1471,83.71,GEN,Central
Sankari,87,None Of The Above,NOTA,1469,83.71,GEN,Central
Sankari,87,"BAKKIYAMANI, M.",IND,847,83.71,GEN,Central
Sankari,87,"SIVALINGAM, C.",Tamilaga Makkal Thannurimai Katchi,814,83.71,GEN,Central
Sankari,87,"PALANIYAPPAN, M.",IND,525,83.71,GEN,Central
Sankari,87,"PRABHU, K.",IND,481,83.71,GEN,Central
Sankari,87,"MANIVEL, P.",IND,278,83.71,GEN,Central
Sankari,87,"DURAIRAJ, C.",IND,211,83.71,GEN,Central
Sankari,87,"RAVIKUMAR, P.",Ganasangam Party of India,200,83.71,GEN,Central
Sankari,87,"GOPALAKRISHNAN, S.",IND,166,83.71,GEN,Central
Sankari,87,"AROKIASAMI, A.",IND,135,83.71,GEN,Central
Sankari,87,"JAGANNATHAN, M.",IND,119,83.71,GEN,Central
Sankari,87,"JAGANATHAN, I.",IND,99,83.71,GEN,Central
Sankari,87,"SENGOTEN, R.",IND,97,83.71,GEN,Central
Sankari,87,"SETTU, K.",My India Party,96,83.71,GEN,Central
Sankari,87,"GUNASEKARAN, M.",IND,95,83.71,GEN,Central
Sankari,87,"SATHISHKUMAR, V.",IND,89,83.71,GEN,Central
Sankari,87,"VIJAYAKUMAR, P.",IND,55,83.71,GEN,Central
Sankari,87,"VENGADACHALAM, T.",IND,33,83.71,GEN,Central
Sankari,87,"VIJI @ VIJAYAN, K.",IND,31,83.71,GEN,Central
Salem (West),88,ARUL. R,PMK,105483,71.81,GEN,Central
Salem (West),88,RAJENDRAN. A,DMK,83984,71.81,GEN,Central
Salem (West),88,NAGAMMAL. S,NTK,10668,71.81,GEN,Central
Salem (West),88,THIYAGARAJAN. A,MNM,7939,71.81,GEN,Central
Salem (West),88,ALAGAAPURAM R. MOHANRAJ,DMDK,2307,71.81,GEN,Central
Salem (West),88,None Of The Above,NOTA,1683,71.81,GEN,Central
Salem (West),88,VIJAYAKUMAR. R,Dhesiya Makkal Kazhagam,639,71.81,GEN,Central
Salem (West),88,KARTHIKEYAN. J,Tamil Nadu Ilangyar Katchi,580,71.81,GEN,Central
Salem (West),88,KATHIRVEL. A,My India Party,330,71.81,GEN,Central
Salem (West),88,THIYAGARAJAN. M,IND,315,71.81,GEN,Central
Salem (West),88,TAMIL SELVAN. S,BSP,283,71.81,GEN,Central
Salem (West),88,SARATHKUMAR. S,IND,241,71.81,GEN,Central
Salem (West),88,KATHAVARAYAN. S,IND,232,71.81,GEN,Central
Salem (West),88,SIVARAMAN. S,IND,222,71.81,GEN,Central
Salem (West),88,GOPI. M,IND,211,71.81,GEN,Central
Salem (West),88,CHANDRASEKARAN. G,IND,191,71.81,GEN,Central
Salem (West),88,MUTHUSAMY. R,Tamilaga Makkal Thannurimai Katchi,164,71.81,GEN,Central
Salem (West),88,RAJENDIRAN. B,IND,132,71.81,GEN,Central
Salem (West),88,JEEVANANTHAM. M,IND,129,71.81,GEN,Central
Salem (West),88,RAMKUMAR. R,IND,128,71.81,GEN,Central
Salem (West),88,MARIMUTHU. M,IND,120,71.81,GEN,Central
Salem (West),88,INBARAJ. A,IND,110,71.81,GEN,Central
Salem (West),88,NATARAJAN. C,IND,105,71.81,GEN,Central
Salem (West),88,SENTHILKUMAR. A,Anaithu Makkal Puratchi Katchi,99,71.81,GEN,Central
Salem (West),88,SABBAPATHI. M,IND,93,71.81,GEN,Central
Salem (West),88,MURUGAN. A,IND,79,71.81,GEN,Central
Salem (West),88,GOPINATH. R,IND,68,71.81,GEN,Central
Salem (West),88,MAYAKANNAN. M,IND,57,71.81,GEN,Central
Salem (West),88,BALAJI. D,IND,36,71.81,GEN,Central
Salem (North),89,R. RAJENDRAN,DMK,93432,72.14,GEN,Central
Salem (North),89,G.VENKATACHALAM,AIADMK,85844,72.14,GEN,Central
Salem (North),89,R S GURU CHAKRAVARTHY,MNM,10718,72.14,GEN,Central
Salem (North),89,IMAYAESWARAN N,NTK,8155,72.14,GEN,Central
Salem (North),89,None Of The Above,NOTA,1539,72.14,GEN,Central
Salem (North),89,C NATARAJAN,AMMK,805,72.14,GEN,Central
Salem (North),89,M.P.PANNEER SELVAM,NPP,345,72.14,GEN,Central
Salem (North),89,S VELAN,BSP,300,72.14,GEN,Central
Salem (North),89,A RAMESHKUMAR,IND,213,72.14,GEN,Central
Salem (North),89,R PALANISAMY,IND,208,72.14,GEN,Central
Salem (North),89,S RAJASEKAR,IND,177,72.14,GEN,Central
Salem (North),89,N DEVARAJ,IND,167,72.14,GEN,Central
Salem (North),89,M AHAMEDSHAHJAHAN,MGR Makkal Katchi,96,72.14,GEN,Central
Salem (North),89,M.SHANMUGA SUNDARAM,IND,73,72.14,GEN,Central
Salem (North),89,R SENTHILKUMAR,IND,63,72.14,GEN,Central
Salem (North),89,VAATHIAR C MURUGAN,Ambedkarite Party of India,55,72.14,GEN,Central
Salem (North),89,M.R.NAWAZUDIEEN,IND,50,72.14,GEN,Central
Salem (North),89,T.VIJAYA RAJ,IND,45,72.14,GEN,Central
Salem (North),89,S. BABU,My India Party,39,72.14,GEN,Central
Salem (North),89,P.RAMACHANDRAN,IND,27,72.14,GEN,Central
Salem (North),89,D.MURALI,Dhesiya Makkal Kazhagam,25,72.14,GEN,Central
Salem (South),90,E.BALASUBRAMANIAN,AIADMK,97506,76.0,GEN,Central
Salem (South),90,A.S.SARAVANAN,DMK,74897,76.0,GEN,Central
Salem (South),90,M.PRABU MANIKANDAN,MNM,10368,76.0,GEN,Central
Salem (South),90,S.MARIAMMA,NTK,10176,76.0,GEN,Central
Salem (South),90,SE.VENKATAJALAM,AMMK,2970,76.0,GEN,Central
Salem (South),90,None Of The Above,NOTA,1860,76.0,GEN,Central
Salem (South),90,S.MURALI,BSP,400,76.0,GEN,Central
Salem (South),90,R.SUNDARAM,IND,311,76.0,GEN,Central
Salem (South),90,B.DEVI,IND,224,76.0,GEN,Central
Salem (South),90,K.SELVARAJ,IND,210,76.0,GEN,Central
Salem (South),90,SAMUNDESWARI.V,IND,149,76.0,GEN,Central
Salem (South),90,R.VELMURUGAN,CPI(ML)(L),133,76.0,GEN,Central
Salem (South),90,K.N.VEERASENAN,IND,112,76.0,GEN,Central
Salem (South),90,M.SUNDAR,Ambedkarite Party of India,87,76.0,GEN,Central
Salem (South),90,SATHIYAPRIYA,RPI(A),79,76.0,GEN,Central
Salem (South),90,R.ELAVARASAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,75,76.0,GEN,Central
Salem (South),90,S.SARAVANAN,IND,63,76.0,GEN,Central
Salem (South),90,M.KUMAR,IND,62,76.0,GEN,Central
Salem (South),90,S.RAJI,Dhesiya Makkal Kazhagam,61,76.0,GEN,Central
Salem (South),90,M.PERIYASAMY,IND,61,76.0,GEN,Central
Salem (South),90,N.MAYAKANNAN,IND,58,76.0,GEN,Central
Salem (South),90,S.KRISHNAKUMAR,IND,46,76.0,GEN,Central
Salem (South),90,D.M.MOHAMMAD NAZEERUDEEN,IND,26,76.0,GEN,Central
Salem (South),90,K.YASIN BASHA,IND,26,76.0,GEN,Central
Salem (South),90,K.MARIAPPAN,IND,22,76.0,GEN,Central
Veerapandi,91,"RAJAMUTHU, M.",AIADMK,111682,85.64,GEN,Central
Veerapandi,91,"THARUN, A.K.",DMK,91787,85.64,GEN,Central
Veerapandi,91,"RAJESHKUMAR, S.",NTK,9806,85.64,GEN,Central
Veerapandi,91,"SELVAM, S.K.",AMMK,4986,85.64,GEN,Central
Veerapandi,91,None Of The Above,NOTA,1409,85.64,GEN,Central
Veerapandi,91,"AMUTHA, R.",IJK,1302,85.64,GEN,Central
Veerapandi,91,"MOHAN, V.",IND,386,85.64,GEN,Central
Veerapandi,91,"CHINNANANN, M.",BSP,361,85.64,GEN,Central
Veerapandi,91,"VENKAT, A.",IND,324,85.64,GEN,Central
Veerapandi,91,"SENTHILMURUGAN, E.",IND,265,85.64,GEN,Central
Veerapandi,91,"RAJARATHINAM, K.",IND,237,85.64,GEN,Central
Veerapandi,91,INDRAJITH GUPTHA,IND,230,85.64,GEN,Central
Veerapandi,91,"SEKAR, M.",IND,208,85.64,GEN,Central
Veerapandi,91,"MANI, M.",My India Party,133,85.64,GEN,Central
Veerapandi,91,"MOHAN, P.",SUCI,129,85.64,GEN,Central
Veerapandi,91,SATHIYAVANI,Dhesiya Makkal Kazhagam,118,85.64,GEN,Central
Veerapandi,91,"SENTHILKUMAR, J.",IND,94,85.64,GEN,Central
Veerapandi,91,"PRABAKARAN, P.",Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,69,85.64,GEN,Central
